INPUT:phrase	OUTPUT:audio_record	HINT:text	ASSIGNMENT:link	ASSIGNMENT:assignment_id	ASSIGNMENT:worker_id	ASSIGNMENT:status	ASSIGNMENT:started	ACCEPT:verdict	ACCEPT:comment
									
UJ747536285RU	c9f70c03-70bb-43ee-bc92-54de166927b6		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4e72f3cb8011eac5191	00009810b2--5e19c4e72f3cb8011eac5191	f85710d991126e89424455328adaeacf	SUBMITTED	2020-01-11T12:51:51.987		
VO134174272RU	7e9c192c-9710-45be-a06b-7ea8620f1456		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4e72f3cb8011eac5191	00009810b2--5e19c4e72f3cb8011eac5191	f85710d991126e89424455328adaeacf	SUBMITTED	2020-01-11T12:51:51.987		
RM213356670UA	fdbef4ae-31da-4b93-9862-8a03e50219ec		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4e72f3cb8011eac5191	00009810b2--5e19c4e72f3cb8011eac5191	f85710d991126e89424455328adaeacf	SUBMITTED	2020-01-11T12:51:51.987		
UH226372177RU	cad93505-0e42-4fe8-a167-b25d65bc68ca		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4e72f3cb8011eac5191	00009810b2--5e19c4e72f3cb8011eac5191	f85710d991126e89424455328adaeacf	SUBMITTED	2020-01-11T12:51:51.987		
LI518122860RU	df194a51-b457-4758-957c-65ee458c3feb		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4e72f3cb8011eac5191	00009810b2--5e19c4e72f3cb8011eac5191	f85710d991126e89424455328adaeacf	SUBMITTED	2020-01-11T12:51:51.987		
VZ356457568RU	8dcde842-6207-4cb0-90ad-7a5ab0d31113		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4e72f3cb8011eac5191	00009810b2--5e19c4e72f3cb8011eac5191	f85710d991126e89424455328adaeacf	SUBMITTED	2020-01-11T12:51:51.987		
CI341546641RU	29c246b3-f421-4361-ac53-677dab11bd54		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4e72f3cb8011eac5191	00009810b2--5e19c4e72f3cb8011eac5191	f85710d991126e89424455328adaeacf	SUBMITTED	2020-01-11T12:51:51.987		
EP847566339CA	ed6a0014-a4d8-428f-b14d-4d3343d32a96		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4e72f3cb8011eac5191	00009810b2--5e19c4e72f3cb8011eac5191	f85710d991126e89424455328adaeacf	SUBMITTED	2020-01-11T12:51:51.987		
VV172236785UK	a31088d0-6ef5-4cbc-84bb-508ea4dbc51a		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4e72f3cb8011eac5191	00009810b2--5e19c4e72f3cb8011eac5191	f85710d991126e89424455328adaeacf	SUBMITTED	2020-01-11T12:51:51.987		
CN636586717RU	f21896ca-c172-441a-af1d-b5f85c0f0ecb		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4e72f3cb8011eac5191	00009810b2--5e19c4e72f3cb8011eac5191	f85710d991126e89424455328adaeacf	SUBMITTED	2020-01-11T12:51:51.987		
									
UU124226845RU	a6898192-e4eb-4254-ab0f-08527b30f64f		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4f7f0fb3d0110b47d6d	00009810b2--5e19c4f7f0fb3d0110b47d6d	de79b329f0e1d62107e1ed22e7bd6feb	SUBMITTED	2020-01-11T12:52:07.017		
UQ261242244RU	e206c490-9eb1-4a46-a772-792a7ed62cbd		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4f7f0fb3d0110b47d6d	00009810b2--5e19c4f7f0fb3d0110b47d6d	de79b329f0e1d62107e1ed22e7bd6feb	SUBMITTED	2020-01-11T12:52:07.017		
UY435865785RU	66e064ce-4015-49fe-babf-c59ede723f61		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4f7f0fb3d0110b47d6d	00009810b2--5e19c4f7f0fb3d0110b47d6d	de79b329f0e1d62107e1ed22e7bd6feb	SUBMITTED	2020-01-11T12:52:07.017		
VC616784660RU	bbe6f804-8e63-4417-a437-0094a8b1c4a7		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4f7f0fb3d0110b47d6d	00009810b2--5e19c4f7f0fb3d0110b47d6d	de79b329f0e1d62107e1ed22e7bd6feb	SUBMITTED	2020-01-11T12:52:07.017		
ZL214335319RU	f114e52f-a685-4d7a-8718-4780fa949608		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4f7f0fb3d0110b47d6d	00009810b2--5e19c4f7f0fb3d0110b47d6d	de79b329f0e1d62107e1ed22e7bd6feb	SUBMITTED	2020-01-11T12:52:07.017		
UM387652575RU	6d96107d-4f27-40df-9f88-5ff4576a5b63		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4f7f0fb3d0110b47d6d	00009810b2--5e19c4f7f0fb3d0110b47d6d	de79b329f0e1d62107e1ed22e7bd6feb	SUBMITTED	2020-01-11T12:52:07.017		
CU357368215RU	16fd3dc8-1843-4e61-ac34-6f2f4e0c50fa		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4f7f0fb3d0110b47d6d	00009810b2--5e19c4f7f0fb3d0110b47d6d	de79b329f0e1d62107e1ed22e7bd6feb	SUBMITTED	2020-01-11T12:52:07.017		
RV413173116BY	239c5ca2-f3d0-4ac7-a824-226f1099d2b3		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4f7f0fb3d0110b47d6d	00009810b2--5e19c4f7f0fb3d0110b47d6d	de79b329f0e1d62107e1ed22e7bd6feb	SUBMITTED	2020-01-11T12:52:07.017		
LA435635447RU	cc551571-4737-4512-aacf-1531d2a405cb		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4f7f0fb3d0110b47d6d	00009810b2--5e19c4f7f0fb3d0110b47d6d	de79b329f0e1d62107e1ed22e7bd6feb	SUBMITTED	2020-01-11T12:52:07.017		
CT356163643RU	49331c5f-af65-462d-8067-12754adb19e2		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4f7f0fb3d0110b47d6d	00009810b2--5e19c4f7f0fb3d0110b47d6d	de79b329f0e1d62107e1ed22e7bd6feb	SUBMITTED	2020-01-11T12:52:07.017		
									
LQ732124487RU	d482abc1-ec7f-45fe-856f-84d8d7579ff7		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4fb2f3cb8011eac5255	00009810b2--5e19c4fb2f3cb8011eac5255	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:52:11.250		
LF161642156RU	c15bdd4c-0ac0-4199-aa5f-0aaf88bec954		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4fb2f3cb8011eac5255	00009810b2--5e19c4fb2f3cb8011eac5255	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:52:11.250		
ZW224821482AM	d0fe83d9-c557-4731-93a2-a82dab7d1cee		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4fb2f3cb8011eac5255	00009810b2--5e19c4fb2f3cb8011eac5255	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:52:11.250		
ZC883382372FR	e9ba0b54-88d0-4498-be20-501980bc868b		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4fb2f3cb8011eac5255	00009810b2--5e19c4fb2f3cb8011eac5255	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:52:11.250		
UF521224775RU	b23ecc79-326d-4b42-904a-d5b0604a6328		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4fb2f3cb8011eac5255	00009810b2--5e19c4fb2f3cb8011eac5255	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:52:11.250		
EM332165565IT	c759ba32-e150-4460-8bb7-9accda970ddd		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4fb2f3cb8011eac5255	00009810b2--5e19c4fb2f3cb8011eac5255	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:52:11.250		
LR472262130US	a208bd68-9d3a-4694-a0ad-420acea0148e		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4fb2f3cb8011eac5255	00009810b2--5e19c4fb2f3cb8011eac5255	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:52:11.250		
LB534562635RU	cd41d6a5-aa42-434a-9d29-6b47e2b9420e		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4fb2f3cb8011eac5255	00009810b2--5e19c4fb2f3cb8011eac5255	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:52:11.250		
EF657331553RU	849d30bd-e809-4e5a-b434-5bf521df07d5		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4fb2f3cb8011eac5255	00009810b2--5e19c4fb2f3cb8011eac5255	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:52:11.250		
LI517777132RU	5db6e63c-5a4b-4d52-b3bf-67183b9f2a0d		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c4fb2f3cb8011eac5255	00009810b2--5e19c4fb2f3cb8011eac5255	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:52:11.250		
									
RW676365855RU	edebcffc-8d60-4418-af75-ee3842019c0f		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c50a538f39011f28614f	00009810b2--5e19c50a538f39011f28614f	45c8ca083c2c2a4df3e1a315715cd3c4	SUBMITTED	2020-01-11T12:52:26.225		
RF336571365RU	0a7b8192-0c07-48a6-9392-dceff62a45d7		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c50a538f39011f28614f	00009810b2--5e19c50a538f39011f28614f	45c8ca083c2c2a4df3e1a315715cd3c4	SUBMITTED	2020-01-11T12:52:26.225		
LL661537721FR	a35fc6da-e2d1-446b-b4bf-b0b2d48041ee		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c50a538f39011f28614f	00009810b2--5e19c50a538f39011f28614f	45c8ca083c2c2a4df3e1a315715cd3c4	SUBMITTED	2020-01-11T12:52:26.225		
CG235687660RU	2b4b48a8-eb32-4b60-bf84-23bbf48941ed		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c50a538f39011f28614f	00009810b2--5e19c50a538f39011f28614f	45c8ca083c2c2a4df3e1a315715cd3c4	SUBMITTED	2020-01-11T12:52:26.225		
ZA332121516RU	745ca6d9-870c-4104-8bc9-aca2cfae2333		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c50a538f39011f28614f	00009810b2--5e19c50a538f39011f28614f	45c8ca083c2c2a4df3e1a315715cd3c4	SUBMITTED	2020-01-11T12:52:26.225		
CW254475380BY	506eb872-6179-47b4-a1ca-f9ab8afb2fc5		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c50a538f39011f28614f	00009810b2--5e19c50a538f39011f28614f	45c8ca083c2c2a4df3e1a315715cd3c4	SUBMITTED	2020-01-11T12:52:26.225		
RQ772174416RU	31676c39-bfda-4cb7-82e8-8145655a2762		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c50a538f39011f28614f	00009810b2--5e19c50a538f39011f28614f	45c8ca083c2c2a4df3e1a315715cd3c4	SUBMITTED	2020-01-11T12:52:26.225		
UU523822388KZ	d20c48c2-a0ec-46d9-8467-5d51bf1b8480		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c50a538f39011f28614f	00009810b2--5e19c50a538f39011f28614f	45c8ca083c2c2a4df3e1a315715cd3c4	SUBMITTED	2020-01-11T12:52:26.225		
VG143735885RU	02d84a66-7125-41f9-aeb5-274ff5f068d0		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c50a538f39011f28614f	00009810b2--5e19c50a538f39011f28614f	45c8ca083c2c2a4df3e1a315715cd3c4	SUBMITTED	2020-01-11T12:52:26.225		
RJ248673117PL	b353fd00-6942-453a-bf70-75a838c744ca		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c50a538f39011f28614f	00009810b2--5e19c50a538f39011f28614f	45c8ca083c2c2a4df3e1a315715cd3c4	SUBMITTED	2020-01-11T12:52:26.225		
									
UY816324831RU	49b570cf-90ff-420b-a37f-2b1bd6170ffa		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5149a4ea10113e44e4c	00009810b2--5e19c5149a4ea10113e44e4c	5694b3e1599814fac85a699ee0d6cd02	SUBMITTED	2020-01-11T12:52:36.825		
CU742381729RU	3c7d5b24-814b-454c-918d-33a7bf19e47a		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5149a4ea10113e44e4c	00009810b2--5e19c5149a4ea10113e44e4c	5694b3e1599814fac85a699ee0d6cd02	SUBMITTED	2020-01-11T12:52:36.825		
UY241127837KZ	273456ef-a4a1-45da-82e4-564a767431a7		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5149a4ea10113e44e4c	00009810b2--5e19c5149a4ea10113e44e4c	5694b3e1599814fac85a699ee0d6cd02	SUBMITTED	2020-01-11T12:52:36.825		
CN346252445RU	55341906-8b48-4e05-9d8f-3d96b20a39b0		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5149a4ea10113e44e4c	00009810b2--5e19c5149a4ea10113e44e4c	5694b3e1599814fac85a699ee0d6cd02	SUBMITTED	2020-01-11T12:52:36.825		
VN862472320RU	ec3974cc-e159-4cf0-8047-d999da5454e5		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5149a4ea10113e44e4c	00009810b2--5e19c5149a4ea10113e44e4c	5694b3e1599814fac85a699ee0d6cd02	SUBMITTED	2020-01-11T12:52:36.825		
UZ837515876RU	1d1bd375-e772-4baf-8be1-812f049e46b1		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5149a4ea10113e44e4c	00009810b2--5e19c5149a4ea10113e44e4c	5694b3e1599814fac85a699ee0d6cd02	SUBMITTED	2020-01-11T12:52:36.825		
VZ157571816ES	29993f05-5e52-400a-81c5-6fd006c555ca		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5149a4ea10113e44e4c	00009810b2--5e19c5149a4ea10113e44e4c	5694b3e1599814fac85a699ee0d6cd02	SUBMITTED	2020-01-11T12:52:36.825		
RC676717115RU	a1cf95e1-bcff-4292-a80a-b74fb8a84cb1		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5149a4ea10113e44e4c	00009810b2--5e19c5149a4ea10113e44e4c	5694b3e1599814fac85a699ee0d6cd02	SUBMITTED	2020-01-11T12:52:36.825		
RX323347278RU	91c0749d-6fb9-45e1-9e7d-372c3c2ccbce		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5149a4ea10113e44e4c	00009810b2--5e19c5149a4ea10113e44e4c	5694b3e1599814fac85a699ee0d6cd02	SUBMITTED	2020-01-11T12:52:36.825		
ZR375856625BY	c0ec420b-d83d-4e90-a14f-0d5daaa9c43f		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5149a4ea10113e44e4c	00009810b2--5e19c5149a4ea10113e44e4c	5694b3e1599814fac85a699ee0d6cd02	SUBMITTED	2020-01-11T12:52:36.825		
									
EG214438755RO	de22554b-1b22-4266-a4af-e14d14e5f46e		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53db918b90120aa337e	00009810b2--5e19c53db918b90120aa337e	d0bbb0c62f25ff0aee142169e12cb747	SUBMITTED	2020-01-11T12:53:17.888		
EN858653524RU	69937470-119c-45d7-917f-295fbe042dca		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53db918b90120aa337e	00009810b2--5e19c53db918b90120aa337e	d0bbb0c62f25ff0aee142169e12cb747	SUBMITTED	2020-01-11T12:53:17.888		
VI235772411RU	2b3ff35b-2d3e-4d24-8743-c107c526116e		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53db918b90120aa337e	00009810b2--5e19c53db918b90120aa337e	d0bbb0c62f25ff0aee142169e12cb747	SUBMITTED	2020-01-11T12:53:17.888		
VA776335431RU	44a59433-d10f-4fda-bc45-93d1c66f65bf		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53db918b90120aa337e	00009810b2--5e19c53db918b90120aa337e	d0bbb0c62f25ff0aee142169e12cb747	SUBMITTED	2020-01-11T12:53:17.888		
LJ257131264RU	3ebd6781-a380-41a4-80a8-47dc7435c95a		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53db918b90120aa337e	00009810b2--5e19c53db918b90120aa337e	d0bbb0c62f25ff0aee142169e12cb747	SUBMITTED	2020-01-11T12:53:17.888		
UI437432172RU	584780c6-6840-4dfb-b1f3-77faace15254		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53db918b90120aa337e	00009810b2--5e19c53db918b90120aa337e	d0bbb0c62f25ff0aee142169e12cb747	SUBMITTED	2020-01-11T12:53:17.888		
CY268451613RU	140ce9d5-8aa3-4440-966d-6af320324522		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53db918b90120aa337e	00009810b2--5e19c53db918b90120aa337e	d0bbb0c62f25ff0aee142169e12cb747	SUBMITTED	2020-01-11T12:53:17.888		
RU683278175AZ	35fa5eb7-c4ce-4875-83dc-ed47b31c3c35		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53db918b90120aa337e	00009810b2--5e19c53db918b90120aa337e	d0bbb0c62f25ff0aee142169e12cb747	SUBMITTED	2020-01-11T12:53:17.888		
UM245813549RU	8cecb2df-fee1-4a14-9b93-510387f371ae		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53db918b90120aa337e	00009810b2--5e19c53db918b90120aa337e	d0bbb0c62f25ff0aee142169e12cb747	SUBMITTED	2020-01-11T12:53:17.888		
EP364754510RU	e3faa747-aeff-4983-bb2a-c485241c7f47		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53db918b90120aa337e	00009810b2--5e19c53db918b90120aa337e	d0bbb0c62f25ff0aee142169e12cb747	SUBMITTED	2020-01-11T12:53:17.888		
									
UU661845339RU	a9f53450-eae2-41bf-a2ae-d1af0601a5cd		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53fdee305011fe08e52	00009810b2--5e19c53fdee305011fe08e52	492c9f6328e1ae00cbaba25da66cad48	SUBMITTED	2020-01-11T12:53:19.840		
RC786235441RU	a740f2e7-a571-40ef-97ef-57837fd6ab5d		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53fdee305011fe08e52	00009810b2--5e19c53fdee305011fe08e52	492c9f6328e1ae00cbaba25da66cad48	SUBMITTED	2020-01-11T12:53:19.840		
EP128581365RU	6d16aa42-d98f-4711-a343-8a5d43004857		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53fdee305011fe08e52	00009810b2--5e19c53fdee305011fe08e52	492c9f6328e1ae00cbaba25da66cad48	SUBMITTED	2020-01-11T12:53:19.840		
RN856572385RU	1de5d2fb-a94c-4b8e-a5c0-a294ce45819d		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53fdee305011fe08e52	00009810b2--5e19c53fdee305011fe08e52	492c9f6328e1ae00cbaba25da66cad48	SUBMITTED	2020-01-11T12:53:19.840		
CX442156755AZ	804be214-6abb-4586-8d64-aa58793e2c77		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53fdee305011fe08e52	00009810b2--5e19c53fdee305011fe08e52	492c9f6328e1ae00cbaba25da66cad48	SUBMITTED	2020-01-11T12:53:19.840		
EW864716254KZ	83ea3246-aa50-49ae-821f-36ff01170f52		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53fdee305011fe08e52	00009810b2--5e19c53fdee305011fe08e52	492c9f6328e1ae00cbaba25da66cad48	SUBMITTED	2020-01-11T12:53:19.840		
RV688117657JP	d1668e7a-284f-4255-a264-f62ac871d184		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53fdee305011fe08e52	00009810b2--5e19c53fdee305011fe08e52	492c9f6328e1ae00cbaba25da66cad48	SUBMITTED	2020-01-11T12:53:19.840		
LN717455230CA	d39a4693-35b5-40ab-8302-a6be3b7665de		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53fdee305011fe08e52	00009810b2--5e19c53fdee305011fe08e52	492c9f6328e1ae00cbaba25da66cad48	SUBMITTED	2020-01-11T12:53:19.840		
CC228762144JP	e64b3680-2878-4a6b-b6c7-7fcbaf223174		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53fdee305011fe08e52	00009810b2--5e19c53fdee305011fe08e52	492c9f6328e1ae00cbaba25da66cad48	SUBMITTED	2020-01-11T12:53:19.840		
EY173726255IT	927b50a8-607c-4d44-9701-ad53b4ba1cab		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c53fdee305011fe08e52	00009810b2--5e19c53fdee305011fe08e52	492c9f6328e1ae00cbaba25da66cad48	SUBMITTED	2020-01-11T12:53:19.840		
									
CQ117686550AM	4cfa0ee2-e04f-4d81-8a02-2b49718e08db		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5d2942cf6011fd9fa33	00009810b2--5e19c5d2942cf6011fd9fa33	1e3e67950f090df420cd3cf3c601e3f0	SUBMITTED	2020-01-11T12:55:46.814		
LS567367223CN	d3cf80af-e204-4a80-b27c-120a6647fd96		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5d2942cf6011fd9fa33	00009810b2--5e19c5d2942cf6011fd9fa33	1e3e67950f090df420cd3cf3c601e3f0	SUBMITTED	2020-01-11T12:55:46.814		
LH486158675RU	f6369841-b3fe-423a-aa34-65261da7de04		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5d2942cf6011fd9fa33	00009810b2--5e19c5d2942cf6011fd9fa33	1e3e67950f090df420cd3cf3c601e3f0	SUBMITTED	2020-01-11T12:55:46.814		
LV768157853RU	56766254-fdf7-47a3-8a0d-484b0e3ef3a0		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5d2942cf6011fd9fa33	00009810b2--5e19c5d2942cf6011fd9fa33	1e3e67950f090df420cd3cf3c601e3f0	SUBMITTED	2020-01-11T12:55:46.814		
ER323278833UK	7e76511e-1d56-4cee-92bd-1e8ef3655aaa		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5d2942cf6011fd9fa33	00009810b2--5e19c5d2942cf6011fd9fa33	1e3e67950f090df420cd3cf3c601e3f0	SUBMITTED	2020-01-11T12:55:46.814		
CI138514365RU	f356444d-1957-4ea7-ac94-7164c1fba7f7		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5d2942cf6011fd9fa33	00009810b2--5e19c5d2942cf6011fd9fa33	1e3e67950f090df420cd3cf3c601e3f0	SUBMITTED	2020-01-11T12:55:46.814		
VX164547830RU	2db042b7-5ac0-4115-8df6-321a7e5ee66f		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5d2942cf6011fd9fa33	00009810b2--5e19c5d2942cf6011fd9fa33	1e3e67950f090df420cd3cf3c601e3f0	SUBMITTED	2020-01-11T12:55:46.814		
CR225743659RU	1ae6c1cc-829e-4e8c-a316-872e174d7017		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5d2942cf6011fd9fa33	00009810b2--5e19c5d2942cf6011fd9fa33	1e3e67950f090df420cd3cf3c601e3f0	SUBMITTED	2020-01-11T12:55:46.814		
RZ773824872RU	eeb987c7-5c78-47bf-8afc-fb73cb14ee86		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5d2942cf6011fd9fa33	00009810b2--5e19c5d2942cf6011fd9fa33	1e3e67950f090df420cd3cf3c601e3f0	SUBMITTED	2020-01-11T12:55:46.814		
RK484441632RU	dfcb5953-cfa9-4eaf-bbab-ed52072003ee		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5d2942cf6011fd9fa33	00009810b2--5e19c5d2942cf6011fd9fa33	1e3e67950f090df420cd3cf3c601e3f0	SUBMITTED	2020-01-11T12:55:46.814		
									
CO683368738RU	b055add6-3c63-457c-ae1d-dcc74df12e6f		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5fec9709e0121ffe3e5	00009810b2--5e19c5fec9709e0121ffe3e5	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:56:30.691		
CJ847826263RU	7faa57d9-929c-45f3-9e5b-2f23252799cb		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5fec9709e0121ffe3e5	00009810b2--5e19c5fec9709e0121ffe3e5	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:56:30.691		
CK646858542RU	40d4988a-a21a-45fa-8323-9e53a90d61a3		https://toloka.yandex.ru/task/9965746/00009810b2--5e19c5fec9709e0121ffe3e5	00009810b2--5e19c5fec9709e0121ffe3e5	c602dea792d441cbead03d4713ea123b	SUBMITTED	2020-01-11T12:56:30.691		
